Date,Close,High,Low,Open,Volume
2011-04-05,0.4029269814491272,0.4114072285207671,0.40201018099777797,0.40819849524684504,821076000
2011-04-06,0.4001765251159668,0.4063648103475042,0.39673855851809864,0.40590642390855936,856984000
2011-04-07,0.41484516859054565,0.41736633567795917,0.3994890410896891,0.40109340772607943,1021208000
2011-04-08,0.40223923325538635,0.41805376856687504,0.4010932536236398,0.41805376856687504,746552000
2011-04-11,0.39696770906448364,0.4059063663058182,0.39261299752902157,0.4038435866398293,546208000
2011-04-12,0.3981136977672577,0.4008640433958486,0.3857371014551346,0.39307139289445614,840756000
2011-04-13,0.4070524573326111,0.4095735967403496,0.39719702464555545,0.4022393307833488,749588000
2011-04-14,0.42424216866493225,0.4244713755826346,0.40109336286967356,0.40338532275742917,1254704000
2011-04-15,0.42882612347602844,0.4340976367771482,0.41897066299462926,0.42103344332410264,969720000
2011-04-18,0.4146159589290619,0.4214918388631119,0.4079692585994227,0.4187414923539555,743584000
2011-04-19,0.41301149129867554,0.4164494304240512,0.40178087376239474,0.4148450369743601,659860000
2011-04-20,0.4256173372268677,0.4343267898903349,0.4187414578592329,0.42813850392392677,650516000
2011-04-21,0.42447125911712646,0.43295153023287747,0.42355448634249315,0.4302011572643585,421300000
2011-04-25,0.4311180114746094,0.4382230696756079,0.4260756786142913,0.4263048854978741,619612000
2011-04-26,0.4423485994338989,0.4467033389373306,0.4304304153340305,0.4347851275151494,676000000
2011-04-27,0.4423485994338989,0.44464058628781383,0.4331807613074905,0.44464058628781383,450004000
2011-04-28,0.44716179370880127,0.4561004536413302,0.4373063607524669,0.44234866702803055,684000000
2011-04-29,0.45839232206344604,0.4684769326024636,0.44945366391438313,0.4501412572062051,836000000
2011-05-02,0.4522041082382202,0.4682478267345047,0.44991214845303673,0.46801864714937585,613824000
2011-05-03,0.4306597113609314,0.4483078263848543,0.42515901792641014,0.4469326666873841,808000000
2011-05-04,0.4274509847164154,0.4368480324121779,0.41942912406180083,0.4320349050904809,639356000
2011-05-05,0.4276801645755768,0.43272247120321433,0.41828311747500585,0.4240130175796665,544000000
2011-05-06,0.44280701875686646,0.4469325514300028,0.43318076674544376,0.4366187060860052,841080000
2011-05-09,0.4526625871658325,0.45495454741904107,0.44303633224449945,0.4441823123711037,706328000
2011-05-10,0.4533500671386719,0.45678800665725516,0.4487661204582464,0.45632962018590695,690976000
2011-05-11,0.4554128050804138,0.46022590385619777,0.44922451961308385,0.45564201196977605,616000000
2011-05-12,0.4698520302772522,0.4703104439332635,0.45266233784601984,0.45380831734143534,1224000000
2011-05-13,0.41851234436035156,0.4412027677312763,0.41530361086821527,0.4400567875808959,2025192000
2011-05-16,0.40567731857299805,0.41828312639437343,0.405448138957316,0.41736632596468676,728188000
2011-05-17,0.4040728807449341,0.40453126721781435,0.3923838754137556,0.40430208764253156,1420364000
2011-05-18,0.41347000002861023,0.4169079401709834,0.4043021596489485,0.40567731931250606,658844000
2011-05-19,0.4075108766555786,0.41690792360015555,0.4013225901097365,0.41667871667084644,650884000
2011-05-20,0.4146159589290619,0.41553273199134133,0.40476052555912656,0.4065940990060035,575820000
2011-05-23,0.4141576588153839,0.4171372128729781,0.40338542281313383,0.40865693732698144,588000000
2011-05-24,0.41576191782951355,0.432493230284842,0.4150743244065215,0.41622030433740265,720372000
2011-05-25,0.4208042025566101,0.4235545761080262,0.40957358341450184,0.4136991164193107,545312000
2011-05-26,0.43134722113609314,0.4350143675954406,0.4196582157039485,0.4208041955572053,706436000
2011-05-27,0.4469326436519623,0.44762020980409933,0.43272246958760396,0.4331808561298016,658824000
2011-05-31,0.4593091607093811,0.45953839493591275,0.44464062921974407,0.4556420414981296,1200716000
2011-06-01,0.438681423664093,0.4579338976252057,0.4377646235770062,0.45724630439046793,762208000
2011-06-02,0.43661874532699585,0.44257785164846736,0.4313472323998965,0.4393691189044846,607592000
2011-06-03,0.423096239566803,0.4354728408414363,0.4210334863488576,0.43157651402847264,549300000
2011-06-06,0.4141576588153839,0.42630505469799174,0.4136992448662742,0.4224087273868257,435988000
2011-06-07,0.41392838954925537,0.4196582898276033,0.4120948159957201,0.41736632971626414,433956000
2011-06-08,0.4026976525783539,0.4143866567070811,0.3994889202759603,0.41186551770443236,569288000
2011-06-09,0.3981136977672577,0.403385209493404,0.3836743490642688,0.40246843672464355,741632000
2011-06-10,0.39238396286964417,0.4013226240335057,0.38917520219967305,0.3988014568872656,493548000
2011-06-13,0.38963356614112854,0.39742621888477536,0.38688319239883695,0.3923839125611029,574760000
2011-06-14,0.3928423523902893,0.4015518066707719,0.39123798570443435,0.3930715593406919,534576000
2011-06-15,0.38436198234558105,0.38986267417583576,0.3763400968327986,0.38757071469284426,935916000
2011-06-16,0.37106871604919434,0.3905504058804568,0.36556802226971635,0.3845912981840874,1024908000
2011-06-17,0.3623591661453247,0.37565256514729534,0.35089936768395147,0.375423358249142,1467884000
2011-06-20,0.3580043911933899,0.3667138419688488,0.35525401818470076,0.3591503708395737,745960000
2011-06-21,0.3657972514629364,0.36854762604760966,0.35594181539405884,0.3593797563025748,704276000
2011-06-22,0.3607548475265503,0.3680891140471507,0.3600672540634869,0.3632760144503434,651720000
2011-06-23,0.37152713537216187,0.3740482753401401,0.3529622184599011,0.35617097931322206,744024000
2011-06-24,0.3607548475265503,0.37290224096627633,0.35846288753121774,0.36969350790173816,529052000
2011-06-27,0.3531913459300995,0.36304677858906975,0.3405855396380651,0.3607548187763937,1142152000
2011-06-28,0.35525399446487427,0.3593795263801418,0.350670076186201,0.35319124216839454,692200000
2011-06-29,0.3607548475265503,0.36442199444800966,0.34516951409382546,0.35754608713969377,960544000
2011-06-30,0.36533892154693604,0.3692352497172598,0.35617107770037193,0.3616717730793784,652300000
2011-07-01,0.37015193700790405,0.37152712409219263,0.3580045421710934,0.3653388095352156,540804000
2011-07-05,0.36396342515945435,0.3731312605374149,0.3607546663837854,0.3696933222706797,535296000
2011-07-06,0.3591504693031311,0.36442198258526004,0.35479572906036483,0.36373438914457934,529580000
2011-07-07,0.36052557826042175,0.3628175378594567,0.3541080859186612,0.3609839920380796,986136000
2011-07-08,0.3536498248577118,0.35800456603333647,0.35067027085803665,0.3554833986515367,619516000
2011-07-11,0.3412731885910034,0.3483782760956298,0.340356415445648,0.34700311637759673,714388000
2011-07-12,0.33668920397758484,0.34287751715609444,0.33095930460660583,0.339668757114957,867604000
2011-07-13,0.3360014855861664,0.34356495540648846,0.3327927540610868,0.341272996510773,634368000
2011-07-14,0.32270824909210205,0.33943956126466024,0.3211038826804466,0.3373768083528627,1088996000
2011-07-15,0.32316669821739197,0.32660463861815636,0.3165200243715094,0.32454188530662637,827736000
2011-07-18,0.31629064679145813,0.3224789307100723,0.3121651150716131,0.3206453853433028,818200000
2011-07-19,0.3259170353412628,0.3266046014853867,0.31720755452941707,0.31720755452941707,602224000
2011-07-20,0.32179149985313416,0.3288965594357699,0.32087469946283653,0.3270630132998112,662956000
2011-07-21,0.33691835403442383,0.339210313396102,0.31743667213784843,0.3222497977262969,1143420000
2011-07-22,0.3437943458557129,0.3449403259156725,0.3355432784950759,0.33989801911631423,737192000
2011-07-25,0.3382936418056488,0.339898035826323,0.33348054171058966,0.3385228487578369,566920000
2011-07-26,0.3300424814224243,0.3369183596214803,0.32522935575416057,0.3286672948536886,698276000
2011-07-27,0.3176659941673279,0.32706304188587215,0.31674919369689974,0.3254586478932031,652212000
2011-07-28,0.3169783353805542,0.3236250076416124,0.3114776156575231,0.31651994890088037,648176000
2011-07-29,0.3169783353805542,0.3199578884819067,0.31216520903819134,0.31376957537820727,677656000
2011-08-01,0.3339388370513916,0.33485560996501407,0.32156223878360607,0.32431258484678716,1019620000
2011-08-02,0.33050087094306946,0.3525036923156974,0.33050087094306946,0.331646850653679,1356432000
2011-08-03,0.33943960070610046,0.34058558075077183,0.32797980025938683,0.3311885607778583,765236000
2011-08-04,0.30712294578552246,0.3332513066247061,0.30712294578552246,0.3332513066247061,979732000
2011-08-05,0.29680895805358887,0.3181242091332048,0.2887871017068178,0.3142278843720915,1270588000
2011-08-08,0.27343103289604187,0.29245433044983654,0.2715974597431918,0.2823696917703182,1084180000
2011-08-09,0.2963506281375885,0.2968090145516259,0.2750354003228932,0.2787025189575036,1329832000
2011-08-10,0.2828282415866852,0.295892440770045,0.28122387439714275,0.28764137047764193,1140052000
2011-08-11,0.3073520064353943,0.3114775383734585,0.28282802165113263,0.28282802165113263,1078792000
2011-08-12,0.29520466923713684,0.34058550119224296,0.29039154324490385,0.34012711474591434,3195784000
2011-08-15,0.3064354360103607,0.30712302967436805,0.29657999968579285,0.2981843666869257,864152000
2011-08-16,0.2977258563041687,0.30712290205541404,0.29222513660015376,0.3029973691079816,716868000
2011-08-17,0.2936003506183624,0.30368499068428645,0.28970402420934704,0.2986426569901657,553328000
2011-08-18,0.27366024255752563,0.2830572879846051,0.27045148267696273,0.28030694188863264,802564000
2011-08-19,0.26884713768959045,0.2839740833989113,0.2670135643729582,0.26907634460003804,761332000
2011-08-22,0.27366024255752563,0.279619348534061,0.27068068956925795,0.2764105886534981,611876000
2011-08-23,0.3032265901565552,0.30345579708810466,0.27984857603125635,0.2803069898943553,938312000
